order_id,session_id,user_id,order_ts,gross_amount,discount_amount,shipping_amount,net_amount,payment_method,revenue_outlier_flag,quantity,product_id,category,rating,total_cost,category_mix,margin_proxy
O0000103,S0001369,U002120,2025-12-12 08:27:41,11721.61,150.2,0.0,11571.41,UPI,0,9,4,Beauty,4.25,7452.08,"{'Beauty': 4, 'Books': 0, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 2}",4119.33
O0000104,S0001412,,2026-01-07 12:34:18,11363.24,1019.29,0.0,10343.95,Card,0,5,2,Home,4.5,6903.079999999999,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 3}",3440.8700000000017
O0000105,S0001421,U001831,2025-11-28 16:50:19,7074.52,480.71,0.0,6593.81,UPI,0,4,3,Home,4.233333333333333,4178.51,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 2}",2415.3
O0000106,S0001431,U000067,2025-10-28 09:25:31,16425.26,1997.24,0.0,14428.02,UPI,0,8,4,Electronics,4.475,8665.289999999999,"{'Beauty': 0, 'Books': 0, 'Electronics': 3, 'Fashion': 2, 'Home': 3, 'Sports': 0}",5762.730000000001
O0000107,S0001444,U000568,2026-01-07 00:00:46,8235.92,1086.53,0.0,7149.39,Wallet,0,4,2,Electronics,4.05,4152.78,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 2, 'Sports': 0}",2996.6100000000006
O0000108,S0001446,U001495,2025-12-03 13:23:23,8974.71,556.7,0.0,8418.01,UPI,0,4,2,Electronics,4.25,6151.54,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 3, 'Home': 0, 'Sports': 0}",2266.4700000000003
O0000109,S0001469,U001648,2025-12-25 04:54:21,8640.66,951.66,0.0,7689.0,UPI,0,2,1,Home,3.6,4501.78,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 0}",3187.2200000000003
O0000110,S0001491,U000355,2026-01-07 06:14:07,4985.54,405.63,0.0,4579.91,COD,0,4,2,Electronics,4.35,3498.7900000000004,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 3}",1081.1199999999994
O0000111,S0001517,,2025-11-02 00:24:49,11853.4,747.33,0.0,11106.07,NetBanking,0,7,3,Books,3.9,6895.17,"{'Beauty': 0, 'Books': 4, 'Electronics': 3, 'Fashion': 0, 'Home': 0, 'Sports': 0}",4210.9
O0000112,S0001565,U000663,2025-11-22 06:41:29,9692.38,929.52,0.0,8762.86,NetBanking,0,4,2,Electronics,4.45,5015.2,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 2, 'Sports': 0}",3747.6600000000008
O0000113,S0001583,,2025-11-22 05:11:13,12584.49,631.05,0.0,11953.44,Wallet,0,9,4,Sports,4.3,8379.9,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 7}",3573.540000000001
O0000114,S0001592,U000308,2026-01-07 02:13:21,10602.29,789.21,0.0,9813.08,UPI,0,7,4,Beauty,4.125,6941.139999999999,"{'Beauty': 2, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 2, 'Sports': 2}",2871.9400000000005
O0000115,S0001603,U001821,2026-01-05 22:44:47,10560.83,953.98,0.0,9606.85,UPI,0,6,3,Fashion,4.166666666666667,6986.69,"{'Beauty': 3, 'Books': 0, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 0}",2620.1600000000008
O0000116,S0001607,,2025-12-18 05:47:57,6438.04,403.71,0.0,6034.33,UPI,0,4,2,Books,4.0,3625.94,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 2, 'Home': 0, 'Sports': 0}",2408.39
O0000117,S0001610,U001839,2026-01-15 18:30:14,1642.39,60.04,86.06,1668.41,Card,0,2,2,Beauty,4.300000000000001,918.82,"{'Beauty': 1, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 0}",749.59
O0000118,S0001628,U001498,2025-11-22 01:43:29,1461.47,155.9,57.45,1363.02,Card,0,1,1,Electronics,4.0,948.92,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 0}",414.1
O0000119,S0001646,U000552,2025-12-06 03:15:08,10353.68,1231.5,0.0,9122.18,Card,0,8,4,Fashion,4.1,6126.639999999999,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 4, 'Home': 2, 'Sports': 2}",2995.540000000001
O0000120,S0001654,U000955,2025-12-26 16:40:31,8491.44,661.4,0.0,7830.04,Wallet,0,6,2,Beauty,4.6,4119.120000000001,"{'Beauty': 3, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 3, 'Sports': 0}",3710.919999999999
O0000121,S0001657,U001195,2026-01-16 11:21:13,8289.96,833.62,0.0,7456.34,Card,0,5,3,Electronics,4.266666666666667,4881.15,"{'Beauty': 0, 'Books': 0, 'Electronics': 3, 'Fashion': 0, 'Home': 2, 'Sports': 0}",2575.1900000000005
O0000122,S0001685,U001941,2025-11-17 12:20:18,7931.36,601.21,0.0,7330.15,Card,0,5,2,Books,3.95,5006.26,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 3}",2323.8899999999994
O0000123,S0001686,U001883,2025-12-14 04:15:17,3029.16,122.28,0.0,2906.88,COD,0,3,1,Beauty,4.1,1458.51,"{'Beauty': 3, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",1448.3700000000001
O0000124,S0001687,U000767,2025-11-16 07:36:48,7035.64,598.17,0.0,6437.47,UPI,0,5,3,Beauty,4.266666666666667,4214.9400000000005,"{'Beauty': 2, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 2, 'Sports': 0}",2222.5299999999997
O0000125,S0001705,U001931,2025-12-24 22:01:04,4138.01,246.68,0.0,3891.33,Card,0,3,3,Beauty,4.333333333333333,2252.59,"{'Beauty': 1, 'Books': 1, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 0}",1638.7399999999998
O0000126,S0001741,U000520,2026-01-05 17:46:30,9979.39,690.94,0.0,9288.45,UPI,0,9,4,Beauty,4.3,6238.66,"{'Beauty': 3, 'Books': 2, 'Electronics': 0, 'Fashion': 2, 'Home': 2, 'Sports': 0}",3049.790000000001
O0000127,S0001742,U001032,2025-12-06 17:57:22,18268.5,640.02,0.0,17628.48,COD,0,4,2,Beauty,3.8499999999999996,10996.380000000001,"{'Beauty': 2, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 2}",6632.0999999999985
O0000128,S0001745,U000670,2025-11-11 21:48:04,5987.64,547.05,0.0,5440.59,Card,0,5,2,Beauty,3.6,4302.18,"{'Beauty': 2, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",1138.4099999999999
O0000129,S0001768,U001632,2025-12-04 19:04:00,4399.7,306.11,0.0,4093.59,Card,0,5,2,Books,4.25,2844.74,"{'Beauty': 0, 'Books': 2, 'Electronics': 3, 'Fashion': 0, 'Home': 0, 'Sports': 0}",1248.8500000000004
O0000130,S0001770,U001384,2025-12-19 04:34:28,10612.44,596.14,0.0,10016.3,UPI,0,8,4,Books,3.925,6179.45,"{'Beauty': 1, 'Books': 4, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 3}",3836.8499999999995
O0000131,S0001795,U000780,2026-01-07 19:11:51,7946.98,458.42,0.0,7488.56,NetBanking,0,7,4,Electronics,4.325,4222.01,"{'Beauty': 0, 'Books': 2, 'Electronics': 4, 'Fashion': 0, 'Home': 1, 'Sports': 0}",3266.55
O0000132,S0001799,U002070,2025-10-23 20:29:14,2877.45,226.54,0.0,2650.91,Wallet,0,3,2,Beauty,4.4,1802.73,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 2, 'Home': 0, 'Sports': 0}",848.1799999999998
O0000133,S0001856,U001399,2025-11-15 07:39:59,23457.6,1402.92,0.0,22017.136199999964,Card,1,8,4,Beauty,4.075,13999.81,"{'Beauty': 4, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 1, 'Sports': 0}",8017.326199999965
O0000134,S0001871,,2025-11-07 11:54:53,8998.37,902.25,0.0,8096.12,Wallet,0,5,3,Electronics,3.9333333333333336,5560.639999999999,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 2, 'Home': 0, 'Sports': 2}",2535.4800000000005
O0000135,S0001876,U001605,2025-11-30 05:34:23,8146.37,409.51,0.0,7736.86,UPI,0,3,2,Books,3.95,4879.42,"{'Beauty': 0, 'Books': 1, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 2}",2857.4399999999996
O0000136,S0001878,U002152,2026-01-04 08:58:07,4004.99,185.03,0.0,3819.96,NetBanking,0,3,3,Books,4.1000000000000005,2142.58,"{'Beauty': 0, 'Books': 1, 'Electronics': 1, 'Fashion': 1, 'Home': 0, 'Sports': 0}",1677.38
O0000137,S0001889,,2025-12-29 03:59:41,2559.52,137.33,0.0,2422.19,UPI,0,1,1,Books,4.9,1562.92,"{'Beauty': 0, 'Books': 1, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",859.27
O0000138,S0001913,U002113,2025-10-30 13:07:45,14753.08,1274.08,0.0,13479.0,UPI,0,5,3,Electronics,4.133333333333334,9287.55,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 1, 'Home': 0, 'Sports': 2}",4191.450000000001
O0000139,S0001917,U002023,2025-10-21 18:48:03,16571.25,1133.19,0.0,15438.06,UPI,0,9,4,Electronics,4.475,9657.35,"{'Beauty': 0, 'Books': 0, 'Electronics': 5, 'Fashion': 3, 'Home': 0, 'Sports': 1}",5780.709999999999
O0000140,S0001923,U000360,2025-11-03 11:31:11,1665.31,110.16,73.88,1629.03,Card,0,1,1,Beauty,3.6,1034.12,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",594.9100000000001
O0000141,S0001924,U001114,2025-11-20 18:37:47,1647.56,166.15,112.4,1593.81,Wallet,0,3,2,Electronics,3.6,946.37,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 1, 'Sports': 0}",647.4399999999999
O0000142,S0001930,U000336,2025-12-05 01:04:40,8824.22,413.32,0.0,8410.9,Card,0,4,2,Books,3.15,5133.38,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 1, 'Sports': 0}",3277.5199999999995
O0000143,S0001945,U001382,2025-12-24 07:54:55,3162.4,217.17,0.0,2945.23,NetBanking,0,4,2,Electronics,3.2,1739.2,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 3}",1206.03
O0000144,S0001961,U002181,2025-12-11 02:48:12,11159.05,445.24,0.0,10713.81,Card,0,5,3,Books,3.9,6145.799999999999,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 2}",4568.01
O0000145,S0001968,U001349,2025-12-29 22:18:38,8019.11,890.74,0.0,7128.37,Card,0,4,2,Sports,4.15,4704.4800000000005,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 4}",2423.8899999999994
O0000146,S0001977,U002011,2025-12-20 16:52:29,9898.68,500.74,0.0,9397.94,Card,0,6,2,Fashion,3.95,5668.2,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 3, 'Home': 3, 'Sports': 0}",3729.7400000000007
O0000147,S0001981,U000642,2025-12-30 08:18:32,4663.41,306.55,0.0,4356.86,NetBanking,0,4,3,Beauty,3.5666666666666664,2812.77,"{'Beauty': 1, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 2}",1544.0899999999997
O0000148,S0001987,U000235,2025-11-23 05:42:22,15079.67,1015.81,0.0,14063.86,NetBanking,0,6,3,Beauty,4.1,8929.96,"{'Beauty': 3, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 2, 'Sports': 0}",5133.9000000000015
O0000149,S0002001,U000692,2025-11-14 02:49:19,2982.36,170.61,0.0,2811.75,NetBanking,0,4,2,Beauty,4.4,1681.64,"{'Beauty': 2, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 2}",1130.11
O0000150,S0002018,,2025-12-15 17:09:04,13561.98,967.19,0.0,12594.79,Wallet,0,6,2,Beauty,4.4,8151.75,"{'Beauty': 3, 'Books': 0, 'Electronics': 3, 'Fashion': 0, 'Home': 0, 'Sports': 0}",4443.040000000001
O0000151,S0002032,U000727,2025-10-25 16:06:22,6077.34,413.84,0.0,5663.5,Card,0,3,3,Beauty,3.8666666666666667,3462.15,"{'Beauty': 1, 'Books': 1, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 1}",2201.35
O0000152,S0002035,U000347,2025-12-22 18:25:53,19355.87,663.41,0.0,18692.46,COD,0,8,3,Books,4.166666666666667,9959.580000000002,"{'Beauty': 0, 'Books': 5, 'Electronics': 0, 'Fashion': 0, 'Home': 3, 'Sports': 0}",8732.879999999997
O0000153,S0002037,,2025-11-06 17:34:47,2559.52,96.71,0.0,2462.81,UPI,0,1,1,Books,4.9,1562.92,"{'Beauty': 0, 'Books': 1, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",899.8899999999999
O0000154,S0002043,U000652,2026-01-11 04:42:13,15883.22,1497.61,0.0,14385.61,UPI,0,9,4,Books,3.8,7909.9,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 3, 'Sports': 3}",6475.710000000001
O0000155,S0002058,U001766,2026-01-06 19:57:45,4372.36,288.37,0.0,4083.99,Card,0,4,2,Beauty,4.05,2270.24,"{'Beauty': 2, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 0}",1813.75
O0000156,S0002059,U000987,2025-10-31 17:50:31,10468.58,537.0,0.0,9931.58,Wallet,0,6,4,Beauty,3.925,5280.12,"{'Beauty': 4, 'Books': 1, 'Electronics': 0, 'Fashion': 0, 'Home': 1, 'Sports': 0}",4651.46
O0000157,S0002065,,2025-11-21 15:11:42,1908.04,217.69,85.38,1775.73,Card,0,1,1,Home,4.1,1414.9,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 1, 'Sports': 0}",360.8299999999999
O0000158,S0002082,,2025-11-10 19:44:45,3933.41,166.34,0.0,3767.07,Card,0,3,2,Home,4.6,2102.92,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 3, 'Sports': 0}",1664.15
O0000159,S0002087,U002113,2026-01-14 19:42:04,8095.14,663.71,0.0,7431.43,Card,0,7,4,Home,3.85,5013.42,"{'Beauty': 2, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 4, 'Sports': 1}",2418.01
O0000160,S0002089,U001728,2025-12-08 03:37:54,12354.15,555.25,0.0,11798.9,Wallet,0,5,2,Books,4.15,7674.34,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 2, 'Home': 0, 'Sports': 0}",4124.5599999999995
O0000161,S0002113,U001938,2025-12-21 01:33:37,11654.21,790.11,0.0,10864.1,Card,0,8,4,Books,4.15,6345.4400000000005,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 2, 'Home': 1, 'Sports': 2}",4518.66
O0000162,S0002117,U002167,2026-01-05 07:09:16,786.93,66.2,50.04,770.77,UPI,0,3,1,Sports,5.0,580.38,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 3}",190.39
O0000163,S0002121,,2026-01-19 06:21:33,14409.59,1339.65,0.0,13069.94,Wallet,0,8,4,Beauty,3.825,9017.52,"{'Beauty': 2, 'Books': 3, 'Electronics': 1, 'Fashion': 0, 'Home': 2, 'Sports': 0}",4052.42
O0000164,S0002141,U000058,2025-11-30 03:40:46,14589.37,1370.91,0.0,13218.46,UPI,0,5,2,Books,4.1,7952.77,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 0}",5265.689999999999
O0000165,S0002144,,2025-12-07 17:01:19,2864.29,191.96,0.0,2672.33,Wallet,0,3,2,Home,3.35,1721.67,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 1}",950.6599999999999
O0000166,S0002150,,2025-12-17 14:53:36,2473.17,198.4,0.0,2274.77,NetBanking,0,2,2,Books,4.3,1572.35,"{'Beauty': 0, 'Books': 1, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 0}",702.4200000000001
O0000167,S0002160,U001127,2025-11-23 12:59:48,9449.09,581.09,0.0,8868.0,Card,0,4,2,Books,4.199999999999999,4601.88,"{'Beauty': 0, 'Books': 4, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",4266.12
O0000168,S0002167,,2025-12-08 08:06:04,3857.37,284.99,0.0,3572.38,UPI,0,4,2,Beauty,4.6,2585.35,"{'Beauty': 3, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 0}",987.0300000000002
O0000169,S0002180,,2025-12-22 09:58:12,1060.04,110.09,86.66,1036.61,UPI,0,2,1,Home,3.6,492.5,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 0}",544.1099999999999
O0000170,S0002186,U000768,2025-10-25 19:35:25,6792.32,511.27,0.0,6281.05,UPI,0,3,2,Electronics,4.55,4334.75,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 0, 'Sports': 2}",1946.3000000000002
O0000171,S0002187,U001893,2025-12-16 06:21:15,8784.05,590.79,0.0,8193.26,Wallet,0,7,4,Electronics,4.4,5231.41,"{'Beauty': 0, 'Books': 1, 'Electronics': 3, 'Fashion': 3, 'Home': 0, 'Sports': 0}",2961.8500000000004
O0000172,S0002189,U001820,2026-01-04 05:53:32,4163.77,374.58,0.0,3789.19,COD,0,4,3,Beauty,3.6666666666666665,1972.94,"{'Beauty': 1, 'Books': 1, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 0}",1816.25
O0000173,S0002191,,2026-01-14 21:19:54,10197.84,416.26,0.0,9781.58,NetBanking,0,8,4,Beauty,4.05,6503.29,"{'Beauty': 1, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 3, 'Sports': 2}",3278.29
O0000174,S0002216,U001192,2025-11-26 21:36:38,8094.25,671.84,0.0,7422.41,UPI,0,4,3,Electronics,4.2,5053.49,"{'Beauty': 0, 'Books': 2, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 0}",2368.92
O0000175,S0002234,U001055,2025-11-25 17:56:37,2752.47,237.55,0.0,2514.92,UPI,0,1,1,Beauty,3.5,1920.18,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 0}",594.74
O0000176,S0002240,U001388,2025-11-03 00:57:22,13949.42,784.15,0.0,13165.27,UPI,0,6,3,Beauty,3.966666666666667,8722.13,"{'Beauty': 3, 'Books': 1, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 0}",4443.140000000001
O0000177,S0002247,U001304,2025-12-25 13:00:52,4838.1,392.8,0.0,4445.3,Wallet,0,3,1,Fashion,4.1,2510.46,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 0}",1934.8400000000001
O0000178,S0002264,U000635,2025-12-28 12:21:01,15809.35,810.99,0.0,14998.36,Wallet,0,10,4,Sports,3.9,10131.82,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 0, 'Home': 3, 'Sports': 5}",4866.540000000001
O0000179,S0002267,U000347,2025-11-09 03:24:22,1609.26,92.81,118.96,1635.41,Card,0,2,1,Sports,3.5,1004.7,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 0, 'Sports': 2}",630.71
O0000180,S0002274,U001909,2025-12-25 07:13:01,10488.16,696.23,0.0,9791.93,Card,0,9,4,Sports,3.95,5591.12,"{'Beauty': 0, 'Books': 0, 'Electronics': 3, 'Fashion': 0, 'Home': 2, 'Sports': 4}",4200.81
O0000181,S0002278,U002063,2025-12-30 04:02:03,17193.46,1758.89,0.0,15434.57,Wallet,0,7,3,Books,4.0,9676.16,"{'Beauty': 0, 'Books': 3, 'Electronics': 2, 'Fashion': 0, 'Home': 2, 'Sports': 0}",5758.41
O0000182,S0002293,,2025-11-17 12:05:38,3113.2,201.22,0.0,2911.98,COD,0,2,1,Electronics,3.9,2298.98,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 0}",613.0
O0000183,S0002295,,2025-11-07 10:12:03,6511.06,188.16,0.0,6322.9,UPI,0,5,3,Home,4.333333333333333,4774.67,"{'Beauty': 0, 'Books': 0, 'Electronics': 1, 'Fashion': 0, 'Home': 4, 'Sports': 0}",1548.2299999999996
O0000184,S0002298,U002193,2026-01-12 08:17:23,14599.54,1637.54,0.0,12962.0,UPI,0,10,4,Books,4.05,8488.279999999999,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 3, 'Home': 3, 'Sports': 2}",4473.720000000001
O0000185,S0002299,U000227,2025-11-13 13:26:46,2844.6,226.96,0.0,2617.64,Wallet,0,3,1,Fashion,3.9,2039.28,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 0}",578.3599999999999
O0000186,S0002317,U000187,2025-12-01 14:29:39,13821.37,997.22,0.0,12824.15,Card,0,5,2,Electronics,4.55,6905.62,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 3, 'Home': 0, 'Sports': 0}",5918.53
O0000187,S0002330,U001651,2025-11-19 11:54:05,11767.31,880.79,0.0,10886.52,Card,0,7,4,Electronics,4.025,7580.1,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 0, 'Home': 5, 'Sports': 0}",3306.42
O0000188,S0002346,U001078,2025-12-25 11:06:26,1991.86,69.21,109.59,2032.24,Card,0,2,1,Home,3.0,1246.78,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 0}",785.46
O0000189,S0002351,U000268,2025-10-26 05:46:16,13326.66,1241.43,0.0,12085.23,NetBanking,0,12,4,Books,4.1,8981.789999999999,"{'Beauty': 3, 'Books': 6, 'Electronics': 0, 'Fashion': 0, 'Home': 3, 'Sports': 0}",3103.4400000000005
O0000190,S0002383,U000417,2026-01-18 23:48:08,3065.32,267.73,0.0,2797.59,Card,0,4,3,Books,4.5,1843.15,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 1, 'Home': 0, 'Sports': 1}",954.44
O0000191,S0002386,U000215,2025-11-01 19:18:39,11871.9,817.8,0.0,11054.1,Card,0,5,3,Books,3.9333333333333336,6568.66,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 1, 'Home': 0, 'Sports': 2}",4485.4400000000005
O0000192,S0002388,U000680,2026-01-10 14:53:30,8184.95,594.86,0.0,7590.09,Card,0,8,4,Electronics,4.475,4238.52,"{'Beauty': 3, 'Books': 0, 'Electronics': 4, 'Fashion': 1, 'Home': 0, 'Sports': 0}",3351.5699999999997
O0000193,S0002400,U001827,2025-11-16 19:05:10,4078.11,157.24,0.0,3920.87,Card,0,4,3,Home,3.3666666666666667,2542.28,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 2, 'Home': 2, 'Sports': 0}",1378.5899999999997
O0000194,S0002408,U001481,2025-11-03 14:13:36,7206.87,430.76,0.0,6776.11,Card,0,5,3,Beauty,4.2,4788.84,"{'Beauty': 2, 'Books': 2, 'Electronics': 0, 'Fashion': 1, 'Home': 0, 'Sports': 0}",1987.2699999999995
O0000195,S0002419,U001534,2025-11-29 02:15:29,9206.87,657.32,0.0,8549.55,COD,0,7,3,Beauty,4.266666666666667,6480.71,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 0, 'Home': 3, 'Sports': 3}",2068.8399999999992
O0000196,S0002424,U001192,2025-11-24 19:38:30,28193.77,1419.33,0.0,22017.136199999964,UPI,1,8,4,Sports,4.0,13629.43,"{'Beauty': 0, 'Books': 3, 'Electronics': 0, 'Fashion': 0, 'Home': 2, 'Sports': 3}",8387.706199999964
O0000197,S0002433,,2026-01-03 03:33:14,6258.07,399.91,0.0,5858.16,Card,0,5,2,Electronics,3.95,3245.3799999999997,"{'Beauty': 0, 'Books': 0, 'Electronics': 2, 'Fashion': 3, 'Home': 0, 'Sports': 0}",2612.78
O0000198,S0002449,U000661,2025-12-18 05:15:03,17537.7,742.29,0.0,16795.41,Wallet,0,7,3,Books,4.433333333333334,10815.52,"{'Beauty': 0, 'Books': 3, 'Electronics': 2, 'Fashion': 0, 'Home': 0, 'Sports': 2}",5979.889999999999
O0000199,S0002453,U002018,2025-10-26 12:56:45,7693.4,928.18,0.0,6765.22,Card,0,7,4,Electronics,4.25,4980.6,"{'Beauty': 0, 'Books': 1, 'Electronics': 5, 'Fashion': 1, 'Home': 0, 'Sports': 0}",1784.62
O0000200,S0002455,U001533,2025-12-29 22:49:47,10827.87,208.17,0.0,10619.7,NetBanking,0,10,4,Home,3.95,6954.16,"{'Beauty': 0, 'Books': 3, 'Electronics': 2, 'Fashion': 0, 'Home': 5, 'Sports': 0}",3665.540000000001
O0000201,S0002469,U000970,2025-12-17 00:16:57,11259.28,1272.71,0.0,9986.57,UPI,0,6,3,Fashion,3.966666666666667,5649.360000000001,"{'Beauty': 0, 'Books': 0, 'Electronics': 0, 'Fashion': 2, 'Home': 1, 'Sports': 3}",4337.209999999999
O0000202,S0002476,U002191,2025-11-15 07:58:50,9995.77,355.07,0.0,9640.7,Card,0,6,4,Sports,3.975,6308.42,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 2, 'Home': 0, 'Sports': 3}",3332.2800000000007
O0000203,S0002499,U002160,2025-11-02 17:13:55,4377.71,531.45,0.0,3846.26,NetBanking,0,5,2,Books,3.95,2258.4,"{'Beauty': 0, 'Books': 2, 'Electronics': 3, 'Fashion': 0, 'Home': 0, 'Sports': 0}",1587.8600000000001
O0000204,S0002502,U000742,2025-11-12 20:34:27,7900.99,811.11,0.0,7089.88,Wallet,0,5,2,Books,4.25,4996.46,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 3, 'Home': 0, 'Sports': 0}",2093.42
O0000205,S0002522,U002185,2025-12-05 05:10:39,6572.56,144.0,0.0,6428.56,COD,0,4,3,Beauty,4.333333333333333,4214.99,"{'Beauty': 1, 'Books': 0, 'Electronics': 0, 'Fashion': 2, 'Home': 1, 'Sports': 0}",2213.5700000000006
O0000206,S0002538,U000391,2025-12-05 11:09:40,16396.77,815.49,0.0,15581.28,Card,0,8,4,Home,3.9749999999999996,10201.78,"{'Beauty': 0, 'Books': 2, 'Electronics': 0, 'Fashion': 0, 'Home': 4, 'Sports': 2}",5379.5
