user_id,signup_date,city_tier,segment,preferred_device,lifetime_orders,total_ltv,first_order_date,last_order_date,repeat_flag,user_value_band
U000354,2025-10-07,2,regular,mobile,1.0,2042.78,2025-12-09 02:18:59,2025-12-09 02:18:59,0,high
U000355,2025-08-22,1,regular,web,1.0,4579.91,2026-01-07 06:14:07,2026-01-07 06:14:07,0,high
U000356,2025-08-07,3,value,web,0.0,0.0,0,0,0,low
U000357,2025-11-18,3,regular,web,0.0,0.0,0,0,0,low
U000358,2025-10-16,1,regular,mobile,0.0,0.0,0,0,0,low
U000359,2025-12-16,1,regular,web,1.0,7760.97,2026-01-02 22:37:05,2026-01-02 22:37:05,0,high
U000360,2025-10-23,1,value,mobile,1.0,1629.03,2025-11-03 11:31:11,2025-11-03 11:31:11,0,high
U000361,2025-10-02,2,value,web,0.0,0.0,0,0,0,low
U000362,2025-08-17,1,premium,web,0.0,0.0,0,0,0,low
U000363,2025-12-06,3,regular,web,0.0,0.0,0,0,0,low
U000364,2025-08-03,3,premium,mobile,0.0,0.0,0,0,0,low
U000365,2025-08-13,3,premium,mobile,0.0,0.0,0,0,0,low
U000366,2025-12-17,2,value,web,0.0,0.0,0,0,0,low
U000367,2025-11-26,3,regular,mobile,2.0,16946.18,2025-12-03 08:43:38,2025-12-09 03:07:09,1,high
U000368,2025-10-30,1,regular,web,0.0,0.0,0,0,0,low
U000369,2025-07-01,2,regular,web,0.0,0.0,0,0,0,low
U000370,2025-07-20,2,value,web,0.0,0.0,0,0,0,low
U000371,2025-10-06,3,value,web,0.0,0.0,0,0,0,low
U000372,2025-11-27,2,regular,web,1.0,4586.48,2025-11-09 01:18:34,2025-11-09 01:18:34,0,high
U000373,2025-09-28,3,regular,mobile,0.0,0.0,0,0,0,low
U000374,2025-06-27,1,regular,web,0.0,0.0,0,0,0,low
U000375,2025-08-01,3,value,mobile,0.0,0.0,0,0,0,low
U000376,2025-10-25,2,value,mobile,0.0,0.0,0,0,0,low
U000377,2025-11-16,2,premium,mobile,0.0,0.0,0,0,0,low
U000378,2025-06-30,3,regular,mobile,1.0,8883.0,2026-01-01 12:18:31,2026-01-01 12:18:31,0,high
U000379,2025-07-02,2,regular,mobile,0.0,0.0,0,0,0,low
U000380,2025-08-17,2,regular,web,0.0,0.0,0,0,0,low
U000381,2025-07-10,2,regular,web,0.0,0.0,0,0,0,low
U000382,2025-10-15,1,regular,web,2.0,5511.04,2026-01-02 01:05:28,2026-01-03 14:18:21,1,high
U000383,2025-07-19,2,regular,mobile,0.0,0.0,0,0,0,low
U000384,2025-11-06,1,regular,web,0.0,0.0,0,0,0,low
U000385,2025-12-03,1,premium,mobile,0.0,0.0,0,0,0,low
U000386,2026-01-13,3,premium,mobile,0.0,0.0,0,0,0,low
U000387,2026-01-08,2,regular,web,1.0,4355.33,2025-12-02 00:21:48,2025-12-02 00:21:48,0,high
U000388,2025-08-19,2,regular,mobile,0.0,0.0,0,0,0,low
U000389,2025-06-29,2,regular,web,1.0,2777.81,2026-01-04 01:46:05,2026-01-04 01:46:05,0,high
U000390,2025-08-31,2,regular,web,0.0,0.0,0,0,0,low
U000391,2025-11-19,2,regular,mobile,1.0,15581.28,2025-12-05 11:09:40,2025-12-05 11:09:40,0,high
U000392,2025-07-05,3,regular,web,1.0,9440.12,2025-10-25 15:12:32,2025-10-25 15:12:32,0,high
U000393,2025-09-06,3,regular,web,0.0,0.0,0,0,0,low
U000394,2025-08-25,2,regular,web,0.0,0.0,0,0,0,low
U000395,2025-08-08,2,regular,web,0.0,0.0,0,0,0,low
U000396,2025-11-18,2,value,mobile,0.0,0.0,0,0,0,low
U000397,2025-11-08,2,regular,mobile,0.0,0.0,0,0,0,low
U000398,2025-10-13,2,regular,web,0.0,0.0,0,0,0,low
U000399,2025-12-31,2,value,web,0.0,0.0,0,0,0,low
U000400,2025-07-15,2,premium,web,1.0,12868.98,2025-11-23 08:48:00,2025-11-23 08:48:00,0,high
U000401,2025-07-24,2,regular,mobile,0.0,0.0,0,0,0,low
U000402,2025-09-11,2,value,mobile,0.0,0.0,0,0,0,low
U000403,2025-11-08,2,regular,web,0.0,0.0,0,0,0,low
U000404,2025-10-24,1,regular,web,0.0,0.0,0,0,0,low
U000405,2025-07-08,1,regular,mobile,0.0,0.0,0,0,0,low
U000406,2026-01-10,3,regular,mobile,0.0,0.0,0,0,0,low
U000407,2025-08-26,2,premium,web,1.0,1777.1,2025-12-07 09:44:15,2025-12-07 09:44:15,0,high
U000408,2025-09-06,1,regular,mobile,0.0,0.0,0,0,0,low
U000409,2025-11-01,2,regular,web,0.0,0.0,0,0,0,low
U000410,2026-01-07,3,value,web,0.0,0.0,0,0,0,low
U000411,2025-11-09,2,regular,mobile,0.0,0.0,0,0,0,low
U000412,2026-01-09,3,regular,web,0.0,0.0,0,0,0,low
U000413,2025-08-01,3,regular,web,0.0,0.0,0,0,0,low
U000414,2025-10-31,2,regular,mobile,0.0,0.0,0,0,0,low
U000415,2025-12-14,2,regular,mobile,0.0,0.0,0,0,0,low
U000416,2025-10-08,1,regular,web,0.0,0.0,0,0,0,low
U000417,2025-09-07,3,value,mobile,2.0,12497.19,2025-12-04 08:06:09,2026-01-18 23:48:08,1,high
U000418,2026-01-16,2,premium,mobile,0.0,0.0,0,0,0,low
U000419,2025-07-23,3,regular,mobile,0.0,0.0,0,0,0,low
U000420,2025-09-17,2,premium,mobile,1.0,1450.06,2025-11-13 15:04:21,2025-11-13 15:04:21,0,high
U000421,2025-12-23,1,premium,mobile,0.0,0.0,0,0,0,low
U000422,2025-12-29,1,premium,web,0.0,0.0,0,0,0,low
U000423,2026-01-15,2,regular,web,0.0,0.0,0,0,0,low
U000424,2025-12-26,2,regular,mobile,0.0,0.0,0,0,0,low
U000425,2025-07-04,1,value,mobile,0.0,0.0,0,0,0,low
U000426,2026-01-04,3,regular,web,0.0,0.0,0,0,0,low
U000427,2025-09-21,3,regular,web,1.0,5571.23,2026-01-18 01:31:12,2026-01-18 01:31:12,0,high
U000428,2025-11-07,2,regular,mobile,0.0,0.0,0,0,0,low
U000429,2025-09-14,2,premium,web,0.0,0.0,0,0,0,low
U000430,2025-12-11,1,value,web,0.0,0.0,0,0,0,low
U000431,2025-10-22,3,regular,mobile,1.0,562.97,2026-01-03 12:08:29,2026-01-03 12:08:29,0,high
U000432,2025-12-18,2,regular,mobile,0.0,0.0,0,0,0,low
U000433,2025-08-03,3,regular,mobile,0.0,0.0,0,0,0,low
U000434,2025-08-01,2,value,mobile,0.0,0.0,0,0,0,low
U000435,2025-09-23,2,value,web,0.0,0.0,0,0,0,low
U000436,2025-06-24,2,regular,mobile,0.0,0.0,0,0,0,low
U000437,2025-11-15,1,regular,web,1.0,2006.3,2025-10-30 06:59:19,2025-10-30 06:59:19,0,high
U000438,2025-08-24,3,value,web,1.0,1576.89,2025-11-06 09:48:24,2025-11-06 09:48:24,0,high
U000439,2025-10-18,2,value,mobile,1.0,5887.1,2025-11-12 21:34:32,2025-11-12 21:34:32,0,high
U000440,2025-07-08,2,regular,mobile,0.0,0.0,0,0,0,low
U000441,2025-07-29,3,value,mobile,0.0,0.0,0,0,0,low
U000442,2025-11-01,3,regular,web,0.0,0.0,0,0,0,low
U000443,2025-08-26,3,regular,mobile,0.0,0.0,0,0,0,low
U000444,2025-08-07,1,value,mobile,0.0,0.0,0,0,0,low
U000445,2025-08-10,2,regular,mobile,1.0,3041.84,2025-11-26 00:44:01,2025-11-26 00:44:01,0,high
U000446,2025-08-07,3,value,mobile,0.0,0.0,0,0,0,low
U000447,2025-11-01,2,value,web,1.0,8204.92,2025-10-31 10:25:00,2025-10-31 10:25:00,0,high
U000448,2025-07-28,1,premium,mobile,1.0,1660.31,2025-12-14 17:58:13,2025-12-14 17:58:13,0,high
U000449,2025-09-07,3,regular,mobile,0.0,0.0,0,0,0,low
U000450,2025-11-14,2,premium,mobile,1.0,13453.45,2025-11-09 18:11:00,2025-11-09 18:11:00,0,high
U000451,2025-10-09,2,value,mobile,0.0,0.0,0,0,0,low
U000452,2025-10-26,3,value,mobile,0.0,0.0,0,0,0,low
U000453,2025-08-15,2,regular,web,0.0,0.0,0,0,0,low
U000454,2026-01-05,2,regular,web,1.0,3361.0,2025-12-20 05:20:30,2025-12-20 05:20:30,0,high
U000455,2025-09-18,2,premium,mobile,0.0,0.0,0,0,0,low
U000456,2025-08-22,2,value,mobile,0.0,0.0,0,0,0,low
U000457,2025-12-30,1,premium,mobile,0.0,0.0,0,0,0,low
U000458,2025-11-08,3,premium,web,0.0,0.0,0,0,0,low
U000459,2025-10-30,3,regular,web,0.0,0.0,0,0,0,low
U000460,2025-12-26,2,value,mobile,0.0,0.0,0,0,0,low
U000461,2025-07-05,2,regular,mobile,0.0,0.0,0,0,0,low
U000462,2025-12-16,3,value,web,0.0,0.0,0,0,0,low
U000463,2025-11-12,1,regular,mobile,0.0,0.0,0,0,0,low
U000464,2025-09-07,2,regular,web,0.0,0.0,0,0,0,low
U000465,2025-08-16,2,premium,web,0.0,0.0,0,0,0,low
U000466,2025-07-15,2,regular,web,0.0,0.0,0,0,0,low
U000467,2026-01-07,1,regular,web,0.0,0.0,0,0,0,low
U000468,2025-07-23,2,regular,web,0.0,0.0,0,0,0,low
U000469,2025-08-16,2,regular,mobile,0.0,0.0,0,0,0,low
U000470,2025-11-15,2,premium,mobile,1.0,4625.62,2025-12-14 21:08:44,2025-12-14 21:08:44,0,high
U000471,2025-11-19,1,value,mobile,0.0,0.0,0,0,0,low
U000472,2025-07-27,2,premium,web,0.0,0.0,0,0,0,low
U000473,2025-12-11,2,regular,web,0.0,0.0,0,0,0,low
U000474,2025-10-08,1,premium,web,0.0,0.0,0,0,0,low
U000475,2025-12-18,1,regular,mobile,0.0,0.0,0,0,0,low
U000476,2025-07-11,1,regular,web,2.0,13775.71,2025-10-26 14:28:57,2025-11-20 23:41:53,1,high
U000477,2025-07-02,2,value,mobile,0.0,0.0,0,0,0,low
U000478,2025-11-04,1,regular,mobile,1.0,6767.06,2025-12-04 00:18:37,2025-12-04 00:18:37,0,high
U000479,2025-07-24,3,value,mobile,0.0,0.0,0,0,0,low
U000480,2025-10-11,2,value,web,1.0,7908.64,2025-10-24 16:31:21,2025-10-24 16:31:21,0,high
U000481,2025-06-26,3,regular,web,2.0,15462.55,2025-11-16 14:30:54,2026-01-05 22:31:20,1,high
U000482,2025-12-04,3,value,web,0.0,0.0,0,0,0,low
U000483,2025-12-29,1,regular,web,0.0,0.0,0,0,0,low
U000484,2025-12-16,2,regular,mobile,0.0,0.0,0,0,0,low
U000485,2026-01-10,3,value,web,0.0,0.0,0,0,0,low
U000486,2025-12-30,2,regular,mobile,2.0,25130.03,2025-11-18 20:49:30,2025-12-15 13:59:08,1,high
U000487,2025-09-24,2,value,web,0.0,0.0,0,0,0,low
U000488,2025-09-15,2,regular,mobile,1.0,13319.73,2025-10-31 04:40:06,2025-10-31 04:40:06,0,high
U000489,2025-12-28,1,regular,mobile,0.0,0.0,0,0,0,low
U000490,2026-01-04,2,regular,web,0.0,0.0,0,0,0,low
U000491,2026-01-13,3,regular,mobile,0.0,0.0,0,0,0,low
U000492,2025-12-01,3,premium,web,0.0,0.0,0,0,0,low
U000493,2025-08-04,1,regular,mobile,0.0,0.0,0,0,0,low
U000494,2026-01-07,3,regular,mobile,2.0,24375.010000000002,2025-10-23 15:58:25,2026-01-17 09:39:46,1,high
U000495,2026-01-08,2,regular,mobile,1.0,3393.75,2025-12-21 21:54:50,2025-12-21 21:54:50,0,high
U000496,2025-11-10,3,regular,mobile,0.0,0.0,0,0,0,low
U000497,2025-12-20,1,value,web,0.0,0.0,0,0,0,low
U000498,2025-10-19,3,regular,mobile,0.0,0.0,0,0,0,low
U000499,2026-01-07,3,value,mobile,0.0,0.0,0,0,0,low
U000500,2025-07-13,1,regular,web,0.0,0.0,0,0,0,low
U000501,2025-12-21,1,value,web,0.0,0.0,0,0,0,low
U000502,2025-07-05,3,value,mobile,0.0,0.0,0,0,0,low
U000503,2025-09-02,1,premium,mobile,1.0,4117.98,2025-11-15 02:45:30,2025-11-15 02:45:30,0,high
U000504,2025-07-21,2,premium,web,0.0,0.0,0,0,0,low
U000505,2025-10-02,3,premium,mobile,2.0,18852.550000000003,2025-11-26 05:37:11,2026-01-14 10:29:53,1,high
U000506,2025-08-11,2,premium,mobile,0.0,0.0,0,0,0,low
U000507,2026-01-09,2,regular,web,0.0,0.0,0,0,0,low
U000508,2025-10-18,2,value,web,0.0,0.0,0,0,0,low
U000509,2025-12-28,1,value,mobile,2.0,16496.53,2025-11-29 19:38:48,2025-12-19 17:10:32,1,high
U000510,2025-08-20,3,regular,mobile,0.0,0.0,0,0,0,low
U000511,2025-06-28,2,value,mobile,0.0,0.0,0,0,0,low
U000512,2025-12-03,1,premium,web,1.0,12682.2,2025-10-28 13:27:43,2025-10-28 13:27:43,0,high
U000513,2025-11-17,2,value,mobile,0.0,0.0,0,0,0,low
U000514,2025-10-15,3,value,mobile,0.0,0.0,0,0,0,low
U000515,2025-12-11,1,value,mobile,0.0,0.0,0,0,0,low
U000516,2025-12-16,3,value,web,0.0,0.0,0,0,0,low
U000517,2025-10-24,3,value,mobile,0.0,0.0,0,0,0,low
U000518,2026-01-12,3,regular,web,0.0,0.0,0,0,0,low
U000519,2025-11-21,3,value,web,0.0,0.0,0,0,0,low
U000520,2025-11-12,3,regular,mobile,1.0,9288.45,2026-01-05 17:46:30,2026-01-05 17:46:30,0,high
U000521,2025-09-07,3,premium,mobile,0.0,0.0,0,0,0,low
U000522,2025-06-23,1,regular,web,0.0,0.0,0,0,0,low
U000523,2025-08-13,3,regular,mobile,0.0,0.0,0,0,0,low
U000524,2025-11-30,2,regular,web,0.0,0.0,0,0,0,low
U000525,2025-11-19,2,value,web,1.0,11722.81,2025-11-19 21:16:20,2025-11-19 21:16:20,0,high
U000526,2025-08-31,3,value,web,0.0,0.0,0,0,0,low
U000527,2025-11-01,3,premium,web,0.0,0.0,0,0,0,low
U000528,2025-08-03,3,regular,mobile,0.0,0.0,0,0,0,low
U000529,2025-08-17,2,value,mobile,1.0,1815.18,2025-12-06 13:45:27,2025-12-06 13:45:27,0,high
U000530,2026-01-08,2,regular,mobile,0.0,0.0,0,0,0,low
U000531,2025-09-18,2,regular,web,1.0,2195.94,2025-11-18 21:41:08,2025-11-18 21:41:08,0,high
U000532,2025-08-13,2,regular,web,0.0,0.0,0,0,0,low
U000533,2025-10-03,2,regular,web,0.0,0.0,0,0,0,low
U000534,2025-09-12,1,premium,mobile,1.0,9025.94,2025-12-28 23:43:37,2025-12-28 23:43:37,0,high
U000535,2025-11-23,1,regular,web,1.0,6736.02,2025-12-26 13:43:48,2025-12-26 13:43:48,0,high
U000536,2026-01-11,3,regular,web,0.0,0.0,0,0,0,low
U000537,2025-10-25,2,value,mobile,0.0,0.0,0,0,0,low
U000538,2025-10-25,3,value,mobile,1.0,10701.49,2025-11-06 14:00:22,2025-11-06 14:00:22,0,high
U000539,2025-09-08,2,premium,web,0.0,0.0,0,0,0,low
U000540,2025-10-20,1,regular,web,0.0,0.0,0,0,0,low
U000541,2025-08-29,1,regular,mobile,0.0,0.0,0,0,0,low
U000542,2025-06-23,1,regular,web,0.0,0.0,0,0,0,low
U000543,2025-12-22,3,value,web,0.0,0.0,0,0,0,low
U000544,2025-09-21,1,regular,mobile,0.0,0.0,0,0,0,low
U000545,2025-10-04,2,value,web,0.0,0.0,0,0,0,low
U000546,2025-07-10,3,regular,web,0.0,0.0,0,0,0,low
U000547,2025-12-16,3,regular,web,0.0,0.0,0,0,0,low
U000548,2025-07-29,1,value,web,0.0,0.0,0,0,0,low
U000549,2025-09-17,1,value,web,0.0,0.0,0,0,0,low
U000550,2025-12-16,1,regular,web,0.0,0.0,0,0,0,low
U000551,2025-09-27,1,value,mobile,1.0,2601.71,2025-11-12 02:05:56,2025-11-12 02:05:56,0,high
U000552,2026-01-04,1,value,web,1.0,9122.18,2025-12-06 03:15:08,2025-12-06 03:15:08,0,high
U000553,2025-08-06,2,regular,mobile,0.0,0.0,0,0,0,low
U000554,2025-11-20,3,regular,mobile,2.0,5147.02,2025-10-24 12:16:17,2025-11-24 00:55:35,1,high
U000555,2026-01-14,2,regular,web,0.0,0.0,0,0,0,low
U000556,2025-10-16,2,value,web,0.0,0.0,0,0,0,low
U000557,2025-11-15,1,premium,mobile,0.0,0.0,0,0,0,low
U000558,2025-09-14,3,value,mobile,0.0,0.0,0,0,0,low
U000559,2025-11-28,2,value,mobile,0.0,0.0,0,0,0,low
U000560,2025-12-31,3,value,web,0.0,0.0,0,0,0,low
U000561,2025-11-18,3,value,web,0.0,0.0,0,0,0,low
U000562,2026-01-05,2,value,web,0.0,0.0,0,0,0,low
U000563,2025-10-25,1,value,mobile,0.0,0.0,0,0,0,low
U000564,2025-10-22,1,value,mobile,1.0,2076.32,2025-10-28 12:19:40,2025-10-28 12:19:40,0,high
U000565,2025-08-26,2,regular,web,0.0,0.0,0,0,0,low
U000566,2025-11-19,3,premium,mobile,0.0,0.0,0,0,0,low
U000567,2025-12-25,2,value,web,0.0,0.0,0,0,0,low
U000568,2025-11-06,3,value,mobile,2.0,29166.526199999964,2025-10-27 11:23:51,2026-01-07 00:00:46,1,high
U000569,2025-08-11,2,premium,web,0.0,0.0,0,0,0,low
U000570,2025-10-15,1,premium,mobile,0.0,0.0,0,0,0,low
U000571,2025-11-29,2,regular,mobile,0.0,0.0,0,0,0,low
U000572,2026-01-06,2,value,mobile,1.0,10418.93,2025-11-06 19:22:07,2025-11-06 19:22:07,0,high
U000573,2025-07-26,2,regular,web,0.0,0.0,0,0,0,low
U000574,2025-07-20,2,value,mobile,1.0,9084.09,2025-10-25 11:05:02,2025-10-25 11:05:02,0,high
U000575,2025-09-18,1,value,mobile,1.0,2760.83,2025-12-09 04:07:46,2025-12-09 04:07:46,0,high
U000576,2025-07-19,3,regular,web,0.0,0.0,0,0,0,low
U000577,2026-01-15,1,regular,web,0.0,0.0,0,0,0,low
U000578,2025-09-20,3,regular,mobile,1.0,3237.93,2025-11-06 10:20:12,2025-11-06 10:20:12,0,high
U000579,2025-10-13,1,regular,web,0.0,0.0,0,0,0,low
U000580,2025-08-10,1,value,web,0.0,0.0,0,0,0,low
U000581,2025-09-25,2,value,web,1.0,1327.24,2025-11-11 09:04:19,2025-11-11 09:04:19,0,high
U000582,2026-01-16,2,regular,web,0.0,0.0,0,0,0,low
U000583,2025-10-04,2,premium,web,0.0,0.0,0,0,0,low
U000584,2025-06-25,2,value,mobile,0.0,0.0,0,0,0,low
U000585,2025-08-13,3,regular,web,0.0,0.0,0,0,0,low
U000586,2026-01-14,2,value,mobile,1.0,1964.56,2025-11-09 18:56:12,2025-11-09 18:56:12,0,high
U000587,2026-01-17,2,value,web,0.0,0.0,0,0,0,low
U000588,2025-08-06,2,regular,web,0.0,0.0,0,0,0,low
U000589,2025-10-30,1,value,web,0.0,0.0,0,0,0,low
U000590,2025-07-09,2,regular,mobile,0.0,0.0,0,0,0,low
U000591,2025-10-22,1,regular,mobile,0.0,0.0,0,0,0,low
U000592,2025-07-19,2,value,web,0.0,0.0,0,0,0,low
U000593,2025-12-12,1,value,web,0.0,0.0,0,0,0,low
U000594,2026-01-06,3,value,web,0.0,0.0,0,0,0,low
U000595,2025-07-29,2,premium,web,0.0,0.0,0,0,0,low
U000596,2025-09-28,3,regular,mobile,0.0,0.0,0,0,0,low
U000597,2025-07-14,2,regular,web,0.0,0.0,0,0,0,low
U000598,2025-09-02,1,value,mobile,0.0,0.0,0,0,0,low
U000599,2025-07-07,3,regular,mobile,0.0,0.0,0,0,0,low
U000600,2025-08-17,2,value,web,0.0,0.0,0,0,0,low
U000601,2026-01-17,3,regular,mobile,2.0,14701.419999999998,2025-10-26 20:08:08,2025-12-12 21:02:03,1,high
U000602,2025-07-02,2,regular,web,0.0,0.0,0,0,0,low
U000603,2025-12-20,2,regular,mobile,0.0,0.0,0,0,0,low
U000604,2025-07-09,3,value,web,0.0,0.0,0,0,0,low
U000605,2025-10-12,2,value,mobile,0.0,0.0,0,0,0,low
U000606,2025-09-26,2,value,web,0.0,0.0,0,0,0,low
U000607,2026-01-05,2,regular,web,0.0,0.0,0,0,0,low
U000608,2025-08-04,2,premium,mobile,0.0,0.0,0,0,0,low
U000609,2025-07-31,3,value,web,0.0,0.0,0,0,0,low
U000610,2025-11-27,2,regular,web,2.0,33118.01619999996,2025-11-09 05:26:36,2025-12-08 14:49:35,1,high
U000611,2025-11-22,2,regular,mobile,0.0,0.0,0,0,0,low
U000612,2025-11-17,3,value,web,1.0,12571.42,2026-01-11 08:27:09,2026-01-11 08:27:09,0,high
U000613,2025-06-28,2,value,mobile,0.0,0.0,0,0,0,low
U000614,2025-08-17,3,value,mobile,0.0,0.0,0,0,0,low
U000615,2025-12-16,2,regular,mobile,0.0,0.0,0,0,0,low
U000616,2025-10-27,1,regular,web,1.0,10674.12,2025-10-23 11:51:32,2025-10-23 11:51:32,0,high
U000617,2025-10-27,3,regular,web,0.0,0.0,0,0,0,low
U000618,2025-08-24,1,premium,mobile,0.0,0.0,0,0,0,low
U000619,2025-08-17,1,regular,web,0.0,0.0,0,0,0,low
U000620,2026-01-08,2,premium,web,0.0,0.0,0,0,0,low
U000621,2025-11-23,3,regular,web,0.0,0.0,0,0,0,low
U000622,2025-07-20,3,premium,web,1.0,8257.66,2026-01-18 12:58:28,2026-01-18 12:58:28,0,high
U000623,2026-01-06,2,regular,mobile,0.0,0.0,0,0,0,low
U000624,2025-10-23,1,regular,mobile,1.0,1680.9,2025-12-16 09:54:59,2025-12-16 09:54:59,0,high
U000625,2025-09-01,3,regular,mobile,0.0,0.0,0,0,0,low
U000626,2025-09-14,1,premium,mobile,1.0,16261.45,2026-01-05 15:50:41,2026-01-05 15:50:41,0,high
U000627,2025-11-22,1,regular,web,0.0,0.0,0,0,0,low
U000628,2025-09-10,2,regular,web,1.0,5895.8,2025-12-30 06:47:13,2025-12-30 06:47:13,0,high
U000629,2025-10-22,2,regular,web,0.0,0.0,0,0,0,low
U000630,2025-11-19,3,premium,mobile,0.0,0.0,0,0,0,low
U000631,2025-08-03,3,regular,web,0.0,0.0,0,0,0,low
U000632,2026-01-07,3,regular,mobile,0.0,0.0,0,0,0,low
U000633,2025-09-06,1,regular,web,1.0,6251.26,2025-12-24 14:12:37,2025-12-24 14:12:37,0,high
U000634,2025-09-19,2,premium,mobile,0.0,0.0,0,0,0,low
U000635,2025-11-17,2,value,mobile,1.0,14998.36,2025-12-28 12:21:01,2025-12-28 12:21:01,0,high
U000636,2025-10-29,1,regular,mobile,0.0,0.0,0,0,0,low
U000637,2025-09-23,2,regular,web,0.0,0.0,0,0,0,low
U000638,2025-11-06,2,premium,mobile,2.0,22894.760000000002,2025-12-30 08:25:23,2026-01-19 01:14:32,1,high
U000639,2025-12-30,1,premium,web,0.0,0.0,0,0,0,low
U000640,2025-12-08,2,regular,web,0.0,0.0,0,0,0,low
U000641,2025-12-13,3,regular,web,0.0,0.0,0,0,0,low
U000642,2025-08-16,1,value,web,1.0,4356.86,2025-12-30 08:18:32,2025-12-30 08:18:32,0,high
U000643,2025-09-19,2,premium,mobile,0.0,0.0,0,0,0,low
U000644,2025-10-17,3,value,web,0.0,0.0,0,0,0,low
U000645,2025-07-02,3,regular,web,0.0,0.0,0,0,0,low
U000646,2025-12-02,3,regular,mobile,0.0,0.0,0,0,0,low
U000647,2025-08-30,2,regular,mobile,0.0,0.0,0,0,0,low
U000648,2025-08-21,3,value,mobile,1.0,4768.5,2025-10-21 20:05:05,2025-10-21 20:05:05,0,high
U000649,2025-08-16,1,value,mobile,1.0,2313.82,2025-12-25 01:29:35,2025-12-25 01:29:35,0,high
U000650,2025-08-21,2,premium,web,0.0,0.0,0,0,0,low
U000651,2025-09-02,1,regular,mobile,0.0,0.0,0,0,0,low
U000652,2025-10-28,2,value,web,1.0,14385.61,2026-01-11 04:42:13,2026-01-11 04:42:13,0,high
U000653,2025-10-23,2,regular,web,1.0,8296.52,2025-11-13 23:23:15,2025-11-13 23:23:15,0,high
U000654,2025-08-16,1,value,web,0.0,0.0,0,0,0,low
U000655,2025-08-05,3,premium,mobile,1.0,10379.08,2025-11-25 09:47:29,2025-11-25 09:47:29,0,high
U000656,2025-12-13,2,value,web,0.0,0.0,0,0,0,low
U000657,2025-07-12,2,value,mobile,0.0,0.0,0,0,0,low
U000658,2025-10-09,1,value,web,0.0,0.0,0,0,0,low
U000659,2025-10-10,2,regular,web,1.0,6357.77,2025-11-21 12:16:17,2025-11-21 12:16:17,0,high
U000660,2025-10-22,2,regular,web,0.0,0.0,0,0,0,low
U000661,2025-12-26,2,regular,web,1.0,16795.41,2025-12-18 05:15:03,2025-12-18 05:15:03,0,high
U000662,2025-11-01,1,regular,web,0.0,0.0,0,0,0,low
U000663,2026-01-13,3,value,mobile,1.0,8762.86,2025-11-22 06:41:29,2025-11-22 06:41:29,0,high
U000664,2025-12-23,3,value,web,0.0,0.0,0,0,0,low
U000665,2025-08-07,2,value,web,0.0,0.0,0,0,0,low
U000666,2025-08-13,2,premium,mobile,0.0,0.0,0,0,0,low
U000667,2025-09-03,3,value,web,0.0,0.0,0,0,0,low
U000668,2025-09-13,3,premium,web,0.0,0.0,0,0,0,low
U000669,2025-10-17,2,value,web,0.0,0.0,0,0,0,low
U000670,2025-08-11,3,value,web,2.0,7177.89,2025-11-11 21:48:04,2025-12-19 03:20:38,1,high
U000671,2025-08-09,3,value,web,0.0,0.0,0,0,0,low
U000672,2025-09-11,3,value,mobile,0.0,0.0,0,0,0,low
U000673,2025-11-11,2,regular,web,1.0,5195.92,2025-11-29 18:50:42,2025-11-29 18:50:42,0,high
U000674,2025-11-14,1,regular,mobile,0.0,0.0,0,0,0,low
U000675,2026-01-14,1,value,web,0.0,0.0,0,0,0,low
U000676,2025-08-04,2,regular,mobile,0.0,0.0,0,0,0,low
U000677,2025-09-13,2,regular,mobile,0.0,0.0,0,0,0,low
U000678,2026-01-12,2,premium,web,0.0,0.0,0,0,0,low
U000679,2025-11-15,2,premium,web,0.0,0.0,0,0,0,low
U000680,2025-10-25,2,regular,web,1.0,7590.09,2026-01-10 14:53:30,2026-01-10 14:53:30,0,high
U000681,2025-10-14,3,regular,mobile,0.0,0.0,0,0,0,low
U000682,2025-07-09,1,regular,mobile,0.0,0.0,0,0,0,low
U000683,2025-12-28,1,regular,web,1.0,5589.41,2025-10-24 03:21:55,2025-10-24 03:21:55,0,high
U000684,2025-11-01,3,regular,mobile,0.0,0.0,0,0,0,low
U000685,2025-10-21,3,value,web,1.0,3780.77,2025-11-24 22:42:15,2025-11-24 22:42:15,0,high
U000686,2025-10-14,3,regular,web,0.0,0.0,0,0,0,low
U000687,2025-09-13,3,premium,mobile,0.0,0.0,0,0,0,low
U000688,2025-08-15,3,value,web,0.0,0.0,0,0,0,low
U000689,2025-11-29,2,regular,web,0.0,0.0,0,0,0,low
U000690,2025-10-08,2,premium,mobile,0.0,0.0,0,0,0,low
U000691,2025-06-30,2,value,web,1.0,2759.32,2025-12-28 18:50:26,2025-12-28 18:50:26,0,high
U000692,2025-09-15,2,regular,mobile,1.0,2811.75,2025-11-14 02:49:19,2025-11-14 02:49:19,0,high
U000693,2026-01-04,3,premium,web,0.0,0.0,0,0,0,low
U000694,2025-09-09,2,premium,web,0.0,0.0,0,0,0,low
U000695,2025-09-18,2,value,web,0.0,0.0,0,0,0,low
U000696,2025-11-01,2,value,mobile,0.0,0.0,0,0,0,low
U000697,2025-12-08,1,regular,web,0.0,0.0,0,0,0,low
U000698,2025-11-10,1,value,web,0.0,0.0,0,0,0,low
U000699,2025-12-18,1,value,mobile,0.0,0.0,0,0,0,low
