session_id,user_id,session_start_ts,device,channel,campaign_id,variant,is_new_user,has_add_to_cart,has_begin_checkout,has_landing_view,has_payment_attempt,has_product_view,has_purchase,time_to_cart_sec,time_to_checkout_sec,time_to_purchase_sec,session_duration_sec,net_amount,gross_amount,discount_amount
S0005648,U001692,2025-11-09 06:24:57,mobile,email,C007,0,1,1,0,1,0,1,0,312.0,0.0,0.0,215.0,0.0,0.0,0.0
S0001897,U000953,2025-11-09 06:27:33,web,referral,C011,B,0,1,0,1,0,1,0,164.0,0.0,0.0,116.0,0.0,0.0,0.0
S0001934,0,2025-11-09 06:29:34,mobile,search,C034,0,0,0,0,1,0,1,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
S0005154,0,2025-11-09 07:17:40,web,organic,C039,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005762,0,2025-11-09 07:55:28,mobile,search,C023,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000712,U000723,2025-11-09 08:00:54,web,paid_social,C020,0,0,0,0,1,0,1,0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
S0000152,0,2025-11-09 08:19:31,web,organic,C011,0,0,0,0,1,0,1,0,0.0,0.0,0.0,73.0,0.0,0.0,0.0
S0006323,U000622,2025-11-09 08:21:59,mobile,paid_social,C017,0,0,0,0,1,0,1,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
S0001257,U001677,2025-11-09 08:49:21,web,organic,C024,B,0,0,0,1,0,1,0,0.0,0.0,0.0,77.0,0.0,0.0,0.0
S0000443,U000242,2025-11-09 08:55:05,web,paid_social,C038,B,1,0,0,1,0,1,0,0.0,0.0,0.0,78.0,0.0,0.0,0.0
S0007110,U000728,2025-11-09 08:58:31,mobile,email,C024,0,0,1,1,1,1,1,0,271.0,383.0,0.0,290.0,0.0,0.0,0.0
S0002139,U001844,2025-11-09 09:17:06,mobile,email,C013,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0007512,0,2025-11-09 10:05:03,web,organic,C008,0,0,0,0,1,0,1,0,0.0,0.0,0.0,31.0,0.0,0.0,0.0
S0005247,U000540,2025-11-09 11:24:31,web,search,C005,B,0,0,0,1,0,1,0,0.0,0.0,0.0,83.0,0.0,0.0,0.0
S0006864,U001025,2025-11-09 11:27:56,web,search,C003,A,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004838,U001295,2025-11-09 11:36:13,web,search,C002,A,1,0,0,1,0,1,0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
S0003707,U000944,2025-11-09 12:16:35,web,email,C010,B,0,1,1,1,1,1,1,181.0,221.0,349.0,307.0,7032.62,7888.11,855.49
S0007819,U001726,2025-11-09 12:25:28,web,organic,C012,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008088,U000581,2025-11-09 12:33:44,web,organic,C015,B,0,0,0,1,0,1,0,0.0,0.0,0.0,42.0,0.0,0.0,0.0
S0000149,0,2025-11-09 12:47:07,web,paid_social,C025,0,0,1,0,1,0,1,0,109.0,0.0,0.0,68.0,0.0,0.0,0.0
S0005592,U000384,2025-11-09 13:11:54,mobile,search,C037,0,1,0,0,1,0,1,0,0.0,0.0,0.0,116.0,0.0,0.0,0.0
S0004938,U000845,2025-11-09 13:20:25,mobile,email,C036,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008116,U001841,2025-11-09 13:26:33,web,organic,C007,0,1,0,0,1,0,1,0,0.0,0.0,0.0,98.0,0.0,0.0,0.0
S0008251,U001550,2025-11-09 13:27:55,web,organic,C022,A,0,0,0,1,0,1,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0
S0007625,U001253,2025-11-09 13:36:09,web,email,C014,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0007972,0,2025-11-09 13:36:30,mobile,paid_social,C019,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0007777,U000881,2025-11-09 13:45:59,web,search,C026,A,0,0,0,1,0,1,0,0.0,0.0,0.0,86.0,0.0,0.0,0.0
S0000490,U001907,2025-11-09 13:58:22,web,paid_social,C019,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005400,U000360,2025-11-09 14:05:43,web,paid_social,C017,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005165,0,2025-11-09 14:19:43,mobile,organic,C015,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002777,U001952,2025-11-09 14:37:46,web,paid_social,C023,0,1,1,1,1,1,1,1,47.0,57.0,177.0,168.0,8022.95,9079.9,1056.95
S0003664,U001054,2025-11-09 14:43:06,mobile,organic,C027,0,1,0,0,1,0,1,0,0.0,0.0,0.0,81.0,0.0,0.0,0.0
S0001962,U000483,2025-11-09 14:55:07,mobile,organic,C002,0,1,0,0,1,0,1,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
S0007387,U000927,2025-11-09 15:00:10,web,organic,C020,A,0,0,0,1,0,1,0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
S0006815,U000672,2025-11-09 15:04:29,web,search,C039,A,0,0,0,1,0,1,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
S0002675,U001884,2025-11-09 15:24:42,mobile,search,C024,0,1,0,0,1,0,1,0,0.0,0.0,0.0,96.0,0.0,0.0,0.0
S0008749,U000191,2025-11-09 15:33:22,web,email,C013,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004748,U000033,2025-11-09 16:26:11,web,organic,C039,B,0,1,1,1,1,1,0,101.0,177.0,0.0,111.0,0.0,0.0,0.0
S0005889,U001962,2025-11-09 17:01:26,web,organic,C025,0,0,1,1,1,1,1,0,231.0,309.0,0.0,223.0,0.0,0.0,0.0
S0003531,0,2025-11-09 17:08:01,mobile,organic,C031,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005789,U001388,2025-11-09 17:12:24,web,organic,C016,0,1,0,0,1,0,1,0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
S0006780,U001832,2025-11-09 17:27:50,mobile,organic,C029,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008201,U000225,2025-11-09 17:31:25,web,email,C025,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005461,0,2025-11-09 17:31:45,mobile,paid_social,C004,0,0,1,0,1,0,1,0,195.0,0.0,0.0,94.0,0.0,0.0,0.0
S0000859,U000577,2025-11-09 17:36:01,web,referral,C033,0,1,0,0,1,0,1,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
S0001152,0,2025-11-09 17:46:19,mobile,organic,C012,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000094,0,2025-11-09 17:47:13,web,paid_social,C024,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000332,U000529,2025-11-09 18:03:08,web,organic,C025,A,0,1,1,1,1,1,0,116.0,212.0,0.0,270.0,0.0,0.0,0.0
S0005341,U000450,2025-11-09 18:04:24,web,organic,C025,0,1,1,1,1,1,1,1,167.0,231.0,334.0,241.0,13453.45,13992.49,539.04
S0001070,U000780,2025-11-09 18:09:56,web,paid_social,C001,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008034,U000586,2025-11-09 18:51:27,web,organic,C029,0,1,1,1,1,1,1,1,148.0,194.0,263.0,183.0,1964.56,2128.13,163.57
S0003943,U000357,2025-11-09 19:00:24,web,organic,C036,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004732,U001584,2025-11-09 19:00:52,web,search,C035,A,1,1,1,1,1,1,0,225.0,245.0,0.0,235.0,0.0,0.0,0.0
S0002662,U000039,2025-11-09 19:03:38,mobile,email,C009,0,0,0,0,1,0,1,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
S0005702,U000180,2025-11-09 19:12:40,mobile,referral,C031,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005695,0,2025-11-09 19:16:29,web,organic,C020,0,0,0,0,1,0,1,0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
S0008700,U000544,2025-11-09 19:23:23,web,referral,C035,B,0,1,1,1,1,1,0,206.0,236.0,0.0,227.0,0.0,0.0,0.0
S0005853,U001575,2025-11-09 19:32:02,mobile,organic,C016,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0006091,U001649,2025-11-09 19:39:39,web,email,C040,A,1,1,1,1,1,1,0,222.0,322.0,0.0,319.0,0.0,0.0,0.0
S0006445,U001533,2025-11-09 19:47:21,mobile,search,C031,0,0,0,0,1,0,1,0,0.0,0.0,0.0,41.0,0.0,0.0,0.0
S0002797,U001090,2025-11-09 19:54:27,mobile,search,C018,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002779,U000352,2025-11-09 20:11:32,mobile,organic,C027,0,0,0,0,1,0,1,0,0.0,0.0,0.0,64.0,0.0,0.0,0.0
S0001364,0,2025-11-09 20:14:19,mobile,organic,C028,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0007188,U001652,2025-11-09 20:18:24,mobile,search,C007,0,0,0,0,1,0,1,0,0.0,0.0,0.0,22.0,0.0,0.0,0.0
S0003113,U001352,2025-11-09 20:18:52,mobile,referral,C012,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001983,U002115,2025-11-09 20:30:42,web,organic,C013,A,0,0,0,1,0,1,0,0.0,0.0,0.0,37.0,0.0,0.0,0.0
S0008746,U001361,2025-11-09 21:03:03,mobile,paid_social,C040,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005909,0,2025-11-09 21:16:55,web,paid_social,C006,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002780,U001497,2025-11-09 21:20:56,web,search,C014,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000096,U001679,2025-11-09 21:52:04,web,email,C016,A,1,0,0,1,0,1,0,0.0,0.0,0.0,89.0,0.0,0.0,0.0
S0003288,U001117,2025-11-09 22:12:28,mobile,referral,C025,0,0,1,0,1,0,1,0,152.0,0.0,0.0,93.0,0.0,0.0,0.0
S0002177,U000939,2025-11-09 22:35:13,mobile,email,C030,0,0,0,0,1,0,1,0,0.0,0.0,0.0,106.0,0.0,0.0,0.0
S0008431,U001373,2025-11-09 22:48:09,web,paid_social,C021,A,0,0,0,1,0,1,0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
S0006225,U001481,2025-11-09 23:04:29,mobile,email,C014,0,0,0,0,1,0,1,0,0.0,0.0,0.0,46.0,0.0,0.0,0.0
S0004763,U000045,2025-11-09 23:10:10,mobile,referral,C003,0,1,0,0,1,0,1,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
S0004977,0,2025-11-09 23:11:48,web,email,C002,0,0,0,0,1,0,1,0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
S0001895,U000659,2025-11-09 23:26:58,mobile,email,C001,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005916,0,2025-11-09 23:39:29,mobile,organic,C019,0,0,0,0,1,0,1,0,0.0,0.0,0.0,108.0,0.0,0.0,0.0
S0001647,U001971,2025-11-10 00:32:20,web,search,C001,B,0,0,0,1,0,1,0,0.0,0.0,0.0,108.0,0.0,0.0,0.0
S0005512,U001719,2025-11-10 00:35:26,mobile,organic,C004,0,0,0,0,1,0,1,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
S0005039,U002108,2025-11-10 00:48:31,web,organic,C005,A,0,0,0,1,0,1,0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
S0002327,0,2025-11-10 01:07:13,web,organic,C036,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0006453,U000012,2025-11-10 01:12:30,web,paid_social,C040,0,0,0,0,1,0,1,0,0.0,0.0,0.0,89.0,0.0,0.0,0.0
S0004836,U000189,2025-11-10 01:17:54,mobile,email,C035,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000632,U000042,2025-11-10 01:35:24,web,paid_social,C019,0,0,0,0,1,0,1,0,0.0,0.0,0.0,47.0,0.0,0.0,0.0
S0002807,U000354,2025-11-10 01:35:28,web,organic,C015,B,0,0,0,1,0,1,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
S0006791,U001508,2025-11-10 01:46:31,mobile,organic,C008,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0003297,0,2025-11-10 01:49:03,mobile,paid_social,C015,0,0,0,0,1,0,1,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
S0001268,U002009,2025-11-10 01:50:35,mobile,organic,C023,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004539,U000581,2025-11-10 02:27:37,mobile,paid_social,C014,0,0,0,0,1,0,1,0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
S0005742,U000732,2025-11-10 03:23:50,web,search,C032,B,0,1,1,1,1,1,1,124.0,192.0,416.0,406.0,8216.83,8325.8,108.97
S0000673,U001258,2025-11-10 03:31:08,mobile,organic,C021,0,1,1,0,1,0,1,0,240.0,0.0,0.0,152.0,0.0,0.0,0.0
S0008795,U001197,2025-11-10 03:35:42,mobile,organic,C036,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001885,0,2025-11-10 03:42:32,web,search,C032,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004001,U001404,2025-11-10 03:55:25,mobile,organic,C038,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0006856,0,2025-11-10 04:13:30,mobile,paid_social,C009,0,0,0,0,1,0,1,0,0.0,0.0,0.0,83.0,0.0,0.0,0.0
S0000497,U001751,2025-11-10 04:16:41,mobile,organic,C027,0,0,1,0,1,0,1,0,115.0,0.0,0.0,86.0,0.0,0.0,0.0
S0004703,U000614,2025-11-10 04:34:24,web,search,C033,0,0,0,0,1,0,1,0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
S0007640,U000892,2025-11-10 05:04:55,mobile,paid_social,C022,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005407,U001861,2025-11-10 05:05:25,web,organic,C010,0,1,1,0,1,0,1,0,178.0,0.0,0.0,92.0,0.0,0.0,0.0
S0001285,U001276,2025-11-10 05:31:21,web,email,C040,B,0,1,1,1,1,1,1,206.0,288.0,347.0,296.0,6076.4,6622.62,546.22
S0000482,U001656,2025-11-10 05:39:29,web,paid_social,C008,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004421,0,2025-11-10 06:08:24,web,paid_social,C030,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000007,U001565,2025-11-10 06:23:02,web,organic,C009,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001496,U000065,2025-11-10 07:11:52,mobile,search,C024,0,0,0,0,1,0,1,0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
S0000376,0,2025-11-10 07:15:21,web,paid_social,C013,0,0,0,0,1,0,1,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
S0007028,U000908,2025-11-10 07:21:47,mobile,paid_social,C030,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008093,U001264,2025-11-10 08:04:35,mobile,referral,C010,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002600,U001467,2025-11-10 08:15:27,mobile,organic,C020,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005496,0,2025-11-10 08:34:15,web,paid_social,C025,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004297,U001548,2025-11-10 08:59:37,mobile,email,C016,0,0,0,0,1,0,1,0,0.0,0.0,0.0,47.0,0.0,0.0,0.0
S0003690,U001022,2025-11-10 09:01:32,web,email,C007,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0003581,U001937,2025-11-10 09:02:49,mobile,organic,C038,0,1,0,0,1,0,1,0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
S0001293,U001246,2025-11-10 09:18:51,web,organic,C016,B,1,0,0,1,0,1,0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
S0002967,0,2025-11-10 09:32:45,mobile,organic,C029,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001372,U001404,2025-11-10 09:45:43,mobile,search,C021,0,0,0,0,1,0,1,0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
S0004415,U000197,2025-11-10 10:35:16,web,organic,C001,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005612,0,2025-11-10 10:43:47,web,referral,C006,0,0,1,0,1,0,1,0,133.0,0.0,0.0,123.0,0.0,0.0,0.0
S0008386,U001150,2025-11-10 10:46:54,mobile,search,C009,0,0,0,0,1,0,1,0,0.0,0.0,0.0,96.0,0.0,0.0,0.0
S0001623,0,2025-11-10 10:48:23,mobile,paid_social,C026,0,0,1,0,1,0,1,0,270.0,0.0,0.0,162.0,0.0,0.0,0.0
S0008015,0,2025-11-10 11:05:41,web,search,C004,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0003151,U000197,2025-11-10 11:10:16,mobile,search,C009,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002533,0,2025-11-10 11:24:22,web,organic,C014,0,0,0,0,1,0,1,0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
S0005223,0,2025-11-10 11:25:36,mobile,search,C020,0,0,0,0,1,0,1,0,0.0,0.0,0.0,93.0,0.0,0.0,0.0
S0002077,U000048,2025-11-10 11:42:43,mobile,organic,C040,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0003911,U001089,2025-11-10 11:46:41,web,search,C005,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001435,U001404,2025-11-10 11:54:59,mobile,organic,C001,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002549,0,2025-11-10 12:03:52,web,organic,C033,0,0,0,0,1,0,1,0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
S0007250,0,2025-11-10 12:06:37,web,search,C023,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0001764,0,2025-11-10 12:10:37,web,organic,C008,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002164,U000023,2025-11-10 12:17:15,web,organic,C006,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004517,U000587,2025-11-10 12:21:17,mobile,email,C012,0,1,0,0,1,0,1,0,0.0,0.0,0.0,86.0,0.0,0.0,0.0
S0005778,U001787,2025-11-10 12:21:57,mobile,organic,C028,0,1,1,1,1,1,1,1,184.0,227.0,298.0,192.0,4901.78,5140.53,238.75
S0000972,U001662,2025-11-10 12:29:55,web,organic,C007,A,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0007973,U001373,2025-11-10 12:35:51,web,organic,C001,B,0,0,0,1,0,1,0,0.0,0.0,0.0,89.0,0.0,0.0,0.0
S0000577,U001049,2025-11-10 12:47:00,web,search,C031,B,0,0,0,1,0,1,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0
S0008026,U002027,2025-11-10 12:55:09,mobile,organic,C031,0,0,1,0,1,0,1,0,193.0,0.0,0.0,170.0,0.0,0.0,0.0
S0005694,U000088,2025-11-10 13:06:35,web,organic,C028,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002704,U000797,2025-11-10 13:16:29,mobile,paid_social,C010,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008935,U001156,2025-11-10 13:32:01,mobile,email,C018,0,0,0,0,1,0,1,0,0.0,0.0,0.0,44.0,0.0,0.0,0.0
S0002636,U000970,2025-11-10 13:44:45,web,organic,C007,B,1,0,0,1,0,1,0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
S0000091,U000368,2025-11-10 13:46:02,web,email,C005,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0003831,U001877,2025-11-10 13:47:26,web,search,C014,A,1,0,0,1,0,1,0,0.0,0.0,0.0,75.0,0.0,0.0,0.0
S0004883,U001873,2025-11-10 13:54:43,mobile,search,C028,0,0,0,0,1,0,1,0,0.0,0.0,0.0,119.0,0.0,0.0,0.0
S0006606,U000838,2025-11-10 14:15:24,web,search,C023,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000630,U001289,2025-11-10 14:20:01,web,search,C027,B,0,1,0,1,0,1,0,174.0,0.0,0.0,159.0,0.0,0.0,0.0
S0006901,U000081,2025-11-10 15:06:24,mobile,search,C032,0,0,0,0,1,0,1,0,0.0,0.0,0.0,53.0,0.0,0.0,0.0
S0000112,0,2025-11-10 15:09:28,web,search,C017,0,0,0,0,1,0,1,0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
S0005487,U000351,2025-11-10 15:10:52,web,organic,C028,B,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0008500,U000448,2025-11-10 15:17:47,web,organic,C011,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000139,U001011,2025-11-10 15:26:01,mobile,organic,C007,0,1,0,0,1,0,1,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
S0000429,0,2025-11-10 15:28:01,web,search,C002,0,0,1,0,1,0,1,0,114.0,0.0,0.0,106.0,0.0,0.0,0.0
S0001001,U000248,2025-11-10 15:28:44,web,paid_social,C016,B,0,0,0,1,0,1,0,0.0,0.0,0.0,58.0,0.0,0.0,0.0
S0008679,U001537,2025-11-10 15:42:27,mobile,organic,C034,0,0,0,0,1,0,1,0,0.0,0.0,0.0,39.0,0.0,0.0,0.0
S0008888,U001586,2025-11-10 15:54:46,mobile,paid_social,C015,0,0,1,0,1,0,1,0,189.0,0.0,0.0,90.0,0.0,0.0,0.0
S0003708,U001331,2025-11-10 17:11:30,web,organic,C034,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004994,U001668,2025-11-10 17:20:48,web,organic,C020,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000192,U002158,2025-11-10 17:24:20,mobile,email,C010,0,1,0,0,1,0,1,0,0.0,0.0,0.0,118.0,0.0,0.0,0.0
S0005071,U001567,2025-11-10 17:26:59,web,organic,C037,A,1,0,0,1,0,1,0,0.0,0.0,0.0,71.0,0.0,0.0,0.0
S0006261,0,2025-11-10 17:32:03,mobile,search,C002,0,0,0,0,1,0,1,0,0.0,0.0,0.0,41.0,0.0,0.0,0.0
S0008394,U000723,2025-11-10 17:33:50,web,search,C030,B,0,0,0,1,0,1,0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
S0003570,U001439,2025-11-10 17:34:46,web,paid_social,C038,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000389,U001372,2025-11-10 17:35:10,web,email,C022,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0005029,U001535,2025-11-10 17:36:45,web,organic,C022,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000208,U000397,2025-11-10 17:37:19,web,paid_social,C021,B,1,0,0,1,0,1,0,0.0,0.0,0.0,27.0,0.0,0.0,0.0
S0005964,0,2025-11-10 18:14:10,mobile,paid_social,C023,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0002751,0,2025-11-10 18:45:05,mobile,search,C030,0,0,0,0,1,0,1,0,0.0,0.0,0.0,81.0,0.0,0.0,0.0
S0008161,U001059,2025-11-10 18:47:50,web,organic,C001,B,1,0,0,1,0,1,0,0.0,0.0,0.0,64.0,0.0,0.0,0.0
S0006750,U001933,2025-11-10 19:07:24,web,organic,C035,B,1,1,0,1,0,1,0,251.0,0.0,0.0,205.0,0.0,0.0,0.0
S0002082,0,2025-11-10 19:35:41,web,email,C007,0,0,1,1,1,1,1,1,200.0,295.0,474.0,467.0,3767.07,3933.41,166.34
S0002279,U002200,2025-11-10 19:46:51,web,organic,C003,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0004276,U000814,2025-11-10 20:17:10,web,organic,C012,A,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0006310,U000281,2025-11-10 21:09:36,web,organic,C031,B,1,1,1,1,1,1,1,188.0,304.0,526.0,483.0,14921.68,16373.04,1451.36
S0004264,U001068,2025-11-10 21:27:18,web,search,C017,A,0,0,0,1,0,1,0,0.0,0.0,0.0,98.0,0.0,0.0,0.0
S0001488,U001414,2025-11-10 21:30:31,mobile,paid_social,C024,0,0,0,0,1,0,1,0,0.0,0.0,0.0,54.0,0.0,0.0,0.0
S0006739,0,2025-11-10 21:33:46,web,search,C005,0,0,0,0,1,0,1,0,0.0,0.0,0.0,115.0,0.0,0.0,0.0
S0004482,0,2025-11-10 21:34:53,web,organic,C008,0,0,1,1,1,1,1,1,187.0,250.0,412.0,350.0,3936.92,4342.76,405.84
S0008865,U001194,2025-11-10 21:46:33,web,search,C017,B,1,0,0,1,0,1,0,0.0,0.0,0.0,53.0,0.0,0.0,0.0
S0001617,0,2025-11-10 21:50:47,web,referral,C027,0,0,0,0,1,0,1,0,0.0,0.0,0.0,105.0,0.0,0.0,0.0
S0006321,U001251,2025-11-10 21:52:38,web,search,C033,A,1,0,0,1,0,1,0,0.0,0.0,0.0,87.0,0.0,0.0,0.0
S0005850,U001046,2025-11-10 22:06:23,web,search,C008,A,0,0,0,1,0,1,0,0.0,0.0,0.0,92.0,0.0,0.0,0.0
S0008938,0,2025-11-10 22:32:02,web,organic,C021,0,0,0,0,1,0,1,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
S0002764,U000337,2025-11-10 22:35:18,web,organic,C017,B,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S0000904,U001517,2025-11-10 22:35:38,web,referral,C004,A,0,0,0,1,0,1,0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
S0007256,U001797,2025-11-10 22:38:04,mobile,organic,C035,0,0,0,0,1,0,1,0,0.0,0.0,0.0,119.0,0.0,0.0,0.0
S0001386,U001967,2025-11-10 22:45:56,web,search,C031,B,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
